I, [2015-06-19T10:35:31.287988 #27878]  INFO -- : listening on addr=/tmp/unicorn.myapp.sock fd=8
I, [2015-06-19T10:35:31.288402 #27878]  INFO -- : worker=0 spawning...
I, [2015-06-19T10:35:31.292112 #27878]  INFO -- : worker=1 spawning...
66.249.67.127 - - [19/Jun/2015:13:33:25 -0400] "GET /m/ HTTP/1.0" 404 439 0.0110
66.87.117.128 - - [19/Jun/2015:14:09:06 -0400] "GET / HTTP/1.0" 200 3581 0.0059
66.87.117.128 - - [19/Jun/2015:14:09:06 -0400] "GET /scripts/main.js HTTP/1.0" 200 963 0.0055
66.87.117.128 - - [19/Jun/2015:14:09:06 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 3725 0.0022
66.87.117.128 - - [19/Jun/2015:14:09:12 -0400] "GET /favicon.ico HTTP/1.0" 404 448 0.0025
66.249.67.121 - - [19/Jun/2015:14:35:45 -0400] "GET /mobile/ HTTP/1.0" 404 444 0.0438
208.185.23.206 - - [19/Jun/2015:14:47:06 -0400] "GET /favicon.ico HTTP/1.0" 404 448 0.0113
66.249.67.115 - - [19/Jun/2015:15:33:30 -0400] "GET / HTTP/1.0" 200 3581 0.0101
66.249.67.121 - - [19/Jun/2015:16:30:19 -0400] "GET / HTTP/1.0" 200 3581 0.0106
47.16.244.217 - - [19/Jun/2015:18:27:27 -0400] "GET / HTTP/1.0" 200 3581 0.0104
47.16.244.217 - - [19/Jun/2015:18:27:27 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 3725 0.0138
47.16.244.217 - - [19/Jun/2015:18:27:27 -0400] "GET /scripts/main.js HTTP/1.0" 200 963 0.0041
47.16.244.217 - - [19/Jun/2015:18:27:33 -0400] "GET /favicon.ico HTTP/1.0" 404 448 0.0054
66.249.67.115 - - [19/Jun/2015:20:22:15 -0400] "GET / HTTP/1.0" 200 3581 0.0065
5.39.222.253 - - [19/Jun/2015:21:33:32 -0400] "GET / HTTP/1.0" 200 3581 0.0048
66.249.67.127 - - [20/Jun/2015:00:09:44 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0093
66.249.67.127 - - [20/Jun/2015:00:09:44 -0400] "GET / HTTP/1.0" 200 3581 0.0082
66.249.67.127 - - [20/Jun/2015:01:04:35 -0400] "GET / HTTP/1.0" 200 3581 0.0103
66.249.67.127 - - [20/Jun/2015:02:00:17 -0400] "GET / HTTP/1.0" 200 3581 0.0114
66.249.67.115 - - [20/Jun/2015:03:10:10 -0400] "GET / HTTP/1.0" 200 3581 0.0097
66.249.67.121 - - [20/Jun/2015:04:06:28 -0400] "GET / HTTP/1.0" 200 3581 0.0048
66.249.67.115 - - [20/Jun/2015:05:02:13 -0400] "GET / HTTP/1.0" 200 3581 0.0076
72.214.238.172 - - [20/Jun/2015:05:59:27 -0400] "GET / HTTP/1.0" 200 3581 0.0055
38.100.21.64 - - [20/Jun/2015:07:57:01 -0400] "GET / HTTP/1.0" 200 3581 0.0052
38.100.21.64 - - [20/Jun/2015:07:57:01 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 3725 0.0048
66.249.64.166 - - [20/Jun/2015:08:27:57 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0107
66.249.64.171 - - [20/Jun/2015:08:27:57 -0400] "GET / HTTP/1.0" 200 3581 0.0046
66.249.64.166 - - [20/Jun/2015:09:51:42 -0400] "GET / HTTP/1.0" 200 3581 0.0058
66.249.64.171 - - [20/Jun/2015:14:39:53 -0400] "GET / HTTP/1.0" 200 3581 0.0110
69.58.178.58 - - [20/Jun/2015:15:01:30 -0400] "GET /robots.txt HTTP/1.0" 404 451 0.0090
69.58.178.58 - - [20/Jun/2015:15:01:31 -0400] "GET / HTTP/1.0" 200 3581 0.0040
69.58.178.58 - - [20/Jun/2015:15:01:41 -0400] "GET / HTTP/1.0" 200 3581 0.0022
, 66.249.16.211 - - [20/Jun/2015:15:29:28 -0400] "GET / HTTP/1.0" 200 3581 0.0110
66.249.64.176 - - [20/Jun/2015:15:42:37 -0400] "GET / HTTP/1.0" 200 3581 0.0100
146.185.239.100 - - [20/Jun/2015:17:18:11 -0400] "GET /?PHPSESSID=a45ad01b00143PRWJTUGYKMFRC HTTP/1.0" 200 3581 0.0053
182.118.60.41 - - [20/Jun/2015:19:38:28 -0400] "GET / HTTP/1.0" 200 3581 0.0154
66.249.64.176 - - [21/Jun/2015:02:19:52 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0194
66.249.64.166 - - [21/Jun/2015:02:19:52 -0400] "GET /m/ HTTP/1.0" 404 439 0.0103
66.249.64.171 - - [21/Jun/2015:02:32:46 -0400] "GET /mobile/ HTTP/1.0" 404 444 0.0114
65.49.54.70 - - [21/Jun/2015:03:17:16 -0400] "GET / HTTP/1.0" 200 3581 0.0097
66.249.65.121 - - [21/Jun/2015:08:17:47 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0205
66.249.65.127 - - [21/Jun/2015:08:17:47 -0400] "GET / HTTP/1.0" 200 3581 0.0071
104.193.9.236 - - [21/Jun/2015:12:12:20 -0400] "GET /phpmyadmin/scripts/setup.php HTTP/1.0" 404 460 0.0052
61.160.194.183 - - [21/Jun/2015:12:16:18 -0400] "POST /login.action HTTP/1.0" 404 449 0.0403
76.74.97.4 - - [21/Jun/2015:16:05:27 -0400] "GET / HTTP/1.0" 200 3581 0.0087
66.249.65.124 - - [21/Jun/2015:18:54:00 -0400] "GET / HTTP/1.0" 200 3581 0.0093
66.249.65.124 - - [21/Jun/2015:19:54:08 -0400] "GET / HTTP/1.0" 200 3581 0.0045
66.249.65.124 - - [21/Jun/2015:20:45:24 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0116
66.249.65.124 - - [21/Jun/2015:20:45:24 -0400] "GET / HTTP/1.0" 200 3581 0.0083
66.249.65.121 - - [21/Jun/2015:21:48:56 -0400] "GET / HTTP/1.0" 200 3581 0.0089
222.186.21.209 - - [21/Jun/2015:22:38:21 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0087
222.186.21.209 - - [21/Jun/2015:22:38:30 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0080
222.186.21.209 - - [21/Jun/2015:22:38:39 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0019
222.186.21.209 - - [21/Jun/2015:22:38:48 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0029
222.186.21.209 - - [21/Jun/2015:22:38:57 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0158
66.249.65.127 - - [21/Jun/2015:22:39:00 -0400] "GET / HTTP/1.0" 200 3581 0.0075
222.186.21.209 - - [21/Jun/2015:22:39:06 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0046
222.186.21.209 - - [21/Jun/2015:22:39:15 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0050
222.186.21.209 - - [21/Jun/2015:22:39:25 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0055
222.186.21.209 - - [21/Jun/2015:22:39:34 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0039
222.186.21.209 - - [21/Jun/2015:22:39:43 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0036
222.186.21.209 - - [21/Jun/2015:22:39:52 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0313
222.186.21.209 - - [21/Jun/2015:22:40:01 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0077
222.186.21.209 - - [21/Jun/2015:22:40:10 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0398
222.186.21.209 - - [21/Jun/2015:22:40:19 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0077
222.186.21.209 - - [21/Jun/2015:22:40:28 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0049
222.186.21.209 - - [21/Jun/2015:22:40:37 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0047
222.186.21.209 - - [21/Jun/2015:22:40:46 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0040
222.186.21.209 - - [21/Jun/2015:22:40:55 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0036
222.186.21.209 - - [21/Jun/2015:22:41:04 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0048
222.186.21.209 - - [21/Jun/2015:22:41:14 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0080
222.186.21.209 - - [21/Jun/2015:22:41:23 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0065
222.186.21.209 - - [21/Jun/2015:22:41:32 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0057
222.186.21.209 - - [21/Jun/2015:22:41:41 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0096
222.186.21.209 - - [21/Jun/2015:22:41:50 -0400] "GET /manager/html HTTP/1.0" 404 442 0.0067
66.249.65.127 - - [21/Jun/2015:23:42:28 -0400] "GET / HTTP/1.0" 200 3581 0.0107
47.16.244.217 - - [22/Jun/2015:00:32:36 -0400] "GET /favicon.ico HTTP/1.0" 404 452 0.0107
66.249.65.127 - - [22/Jun/2015:00:38:41 -0400] "GET / HTTP/1.0" 200 3581 0.0141
66.249.65.127 - - [22/Jun/2015:01:41:54 -0400] "GET / HTTP/1.0" 200 3581 0.0101
66.249.65.121 - - [22/Jun/2015:02:42:21 -0400] "GET / HTTP/1.0" 200 3581 0.0110
66.249.65.127 - - [22/Jun/2015:03:37:05 -0400] "GET / HTTP/1.0" 200 3581 0.0092
66.249.65.127 - - [22/Jun/2015:04:39:09 -0400] "GET / HTTP/1.0" 200 3581 0.0096
66.249.65.127 - - [22/Jun/2015:06:34:19 -0400] "GET / HTTP/1.0" 200 3581 0.0097
186.250.37.26 - - [22/Jun/2015:07:53:13 -0400] "GET / HTTP/1.0" 200 3581 0.0129
58.213.123.107 - - [22/Jun/2015:08:03:17 -0400] "GET /manager/html HTTP/1.0" 404 448 0.0143
66.249.69.108 - - [22/Jun/2015:08:28:55 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0063
66.249.69.116 - - [22/Jun/2015:08:28:55 -0400] "GET / HTTP/1.0" 200 3581 0.0058
187.108.69.251 - - [22/Jun/2015:08:38:47 -0400] "GET / HTTP/1.0" 200 3581 0.0063
54.87.127.10 - - [22/Jun/2015:09:03:41 -0400] "GET / HTTP/1.0" 200 3581 0.0086
189.35.37.164 - - [22/Jun/2015:10:23:30 -0400] "GET / HTTP/1.0" 200 3581 0.0111
66.249.69.116 - - [22/Jun/2015:10:24:13 -0400] "GET / HTTP/1.0" 200 3581 0.0046
201.21.194.29 - - [22/Jun/2015:10:42:34 -0400] "GET / HTTP/1.0" 200 3581 0.0052
186.244.120.161 - - [22/Jun/2015:11:07:36 -0400] "GET / HTTP/1.0" 200 3581 0.0043
177.200.89.250 - - [22/Jun/2015:11:27:43 -0400] "GET / HTTP/1.0" 200 3581 0.0094
189.106.63.167 - - [22/Jun/2015:11:42:53 -0400] "GET / HTTP/1.0" 200 3581 0.0114
187.67.104.109 - - [22/Jun/2015:11:54:00 -0400] "GET / HTTP/1.0" 200 3581 0.0105
186.231.37.120 - - [22/Jun/2015:12:13:47 -0400] "GET / HTTP/1.0" 200 3581 0.0095
177.105.172.216 - - [22/Jun/2015:12:16:46 -0400] "GET / HTTP/1.0" 200 3581 0.0093
179.156.248.30 - - [22/Jun/2015:12:21:54 -0400] "GET / HTTP/1.0" 200 3581 0.0046
200.209.72.3 - - [22/Jun/2015:12:34:09 -0400] "GET / HTTP/1.0" 200 3581 0.0058
201.46.173.38 - - [22/Jun/2015:12:38:52 -0400] "GET / HTTP/1.0" 200 3581 0.0042
138.99.164.14 - - [22/Jun/2015:12:54:15 -0400] "GET / HTTP/1.0" 200 3581 0.0130
187.3.254.43 - - [22/Jun/2015:12:57:49 -0400] "GET / HTTP/1.0" 200 3581 0.0085
201.59.240.3 - - [22/Jun/2015:13:04:37 -0400] "GET / HTTP/1.0" 200 3581 0.0085
143.107.204.143 - - [22/Jun/2015:13:06:03 -0400] "GET / HTTP/1.0" 200 3581 0.0055
82.80.216.6 - - [22/Jun/2015:13:09:55 -0400] "GET / HTTP/1.0" 200 3581 0.0088
66.249.69.116 - - [22/Jun/2015:14:13:11 -0400] "GET / HTTP/1.0" 200 3581 0.0097
66.249.69.116 - - [22/Jun/2015:14:34:12 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 3725 0.0255
177.134.145.211 - - [22/Jun/2015:14:40:29 -0400] "GET / HTTP/1.0" 200 3581 0.0155
46.101.147.167 - - [22/Jun/2015:18:38:23 -0400] "GET / HTTP/1.0" 200 3581 0.0461
182.118.55.250 - - [22/Jun/2015:19:39:13 -0400] "GET / HTTP/1.0" 200 3581 0.0127
66.249.69.124 - - [23/Jun/2015:01:52:55 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0161
66.249.69.116 - - [23/Jun/2015:01:52:55 -0400] "GET / HTTP/1.0" 200 3581 0.0101
141.212.122.202 - - [23/Jun/2015:06:02:06 -0400] "GET / HTTP/1.0" 200 3581 0.0099
64.79.100.33 - - [23/Jun/2015:10:09:01 -0400] "GET /robots.txt HTTP/1.0" 404 451 0.0150
64.79.100.33 - - [23/Jun/2015:10:09:01 -0400] "GET / HTTP/1.0" 200 3581 0.0128
64.79.100.33 - - [23/Jun/2015:10:09:01 -0400] "GET / HTTP/1.0" 200 3581 0.0087
82.80.216.19 - - [23/Jun/2015:12:02:55 -0400] "GET / HTTP/1.0" 200 3581 0.0045
66.249.79.242 - - [23/Jun/2015:14:39:35 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0085
66.249.79.254 - - [23/Jun/2015:14:39:35 -0400] "GET / HTTP/1.0" 200 3581 0.0075
66.249.79.254 - - [23/Jun/2015:16:37:25 -0400] "GET / HTTP/1.0" 200 3581 0.0094
66.249.79.230 - - [23/Jun/2015:17:45:39 -0400] "GET / HTTP/1.0" 200 3581 0.0098
66.249.79.242 - - [23/Jun/2015:20:37:06 -0400] "GET / HTTP/1.0" 200 3581 0.0059
207.102.138.158 - - [23/Jun/2015:20:40:14 -0400] "GET / HTTP/1.0" 200 3581 0.0048
207.102.138.158 - - [23/Jun/2015:20:40:14 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 3725 0.0128
207.102.138.158 - - [23/Jun/2015:20:40:15 -0400] "GET /scripts/main.js HTTP/1.0" 200 963 0.0035
47.16.244.217 - - [23/Jun/2015:21:47:41 -0400] "GET / HTTP/1.0" 200 3581 0.0051
47.16.244.217 - - [23/Jun/2015:21:47:41 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0039
47.16.244.217 - - [23/Jun/2015:21:47:41 -0400] "GET /scripts/main.js HTTP/1.0" 304 - 0.0022
47.16.244.217 - - [23/Jun/2015:21:47:42 -0400] "GET /favicon.ico HTTP/1.0" 404 448 0.0025
66.249.79.242 - - [23/Jun/2015:22:32:11 -0400] "GET / HTTP/1.0" 200 3581 0.0049
199.217.119.4 - - [23/Jun/2015:23:03:48 -0400] "GET / HTTP/1.0" 200 3581 0.0046
199.217.119.4 - - [23/Jun/2015:23:03:48 -0400] "GET / HTTP/1.0" 200 3581 0.0037
199.217.119.4 - - [23/Jun/2015:23:03:48 -0400] "GET / HTTP/1.0" 200 3581 0.0019
66.249.79.242 - - [24/Jun/2015:02:29:05 -0400] "GET / HTTP/1.0" 200 3581 0.0180
66.249.79.254 - - [24/Jun/2015:03:19:41 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0053
66.249.79.254 - - [24/Jun/2015:03:19:41 -0400] "GET / HTTP/1.0" 200 3581 0.0049
66.249.79.254 - - [24/Jun/2015:06:19:49 -0400] "GET / HTTP/1.0" 200 3581 0.0049
82.80.216.19 - - [24/Jun/2015:06:48:19 -0400] "GET / HTTP/1.0" 200 3581 0.0223
82.80.216.19 - - [24/Jun/2015:06:59:22 -0400] "GET / HTTP/1.0" 200 3581 0.0103
104.192.0.21 - - [24/Jun/2015:07:20:21 -0400] "GET / HTTP/1.0" 200 3581 0.0046
52.8.84.20 - - [24/Jun/2015:10:25:49 -0400] "GET / HTTP/1.0" 200 3581 0.0050
66.249.64.166 - - [24/Jun/2015:13:42:46 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0172
66.249.64.166 - - [24/Jun/2015:13:42:46 -0400] "GET / HTTP/1.0" 200 3581 0.0153
82.80.216.19 - - [24/Jun/2015:14:01:48 -0400] "GET / HTTP/1.0" 200 3581 0.0088
31.192.108.62 - - [24/Jun/2015:14:27:54 -0400] "GET /phppath/php5 HTTP/1.0" 404 444 0.0071
31.192.108.62 - - [24/Jun/2015:14:29:58 -0400] "GET /local-bin/php HTTP/1.0" 404 445 0.0105
31.192.108.62 - - [24/Jun/2015:14:30:33 -0400] "GET /local-bin/php5 HTTP/1.0" 404 446 0.0065
31.192.108.62 - - [24/Jun/2015:14:30:38 -0400] "GET /cgi-bin/php-cgi HTTP/1.0" 404 447 0.0058
31.192.108.62 - - [24/Jun/2015:14:30:39 -0400] "GET /cgi-bin/php4 HTTP/1.0" 404 444 0.0021
31.192.108.62 - - [24/Jun/2015:14:32:52 -0400] "GET /phppath/php HTTP/1.0" 404 443 0.0046
31.192.108.62 - - [24/Jun/2015:14:33:07 -0400] "GET /cgi-bin/php HTTP/1.0" 404 443 0.0095
31.192.108.62 - - [24/Jun/2015:14:33:09 -0400] "GET /cgi-bin/php.cgi HTTP/1.0" 404 447 0.0036
31.192.108.62 - - [24/Jun/2015:14:33:11 -0400] "GET /index.php HTTP/1.0" 404 441 0.0062
47.16.244.217 - - [24/Jun/2015:18:17:09 -0400] "GET / HTTP/1.0" 200 11716 0.0142
47.16.244.217 - - [24/Jun/2015:18:17:10 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0094
47.16.244.217 - - [24/Jun/2015:18:17:10 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0041
47.16.244.217 - - [24/Jun/2015:18:18:19 -0400] "GET / HTTP/1.0" 200 11716 0.0110
47.16.244.217 - - [24/Jun/2015:18:18:19 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0090
47.16.244.217 - - [24/Jun/2015:18:18:19 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0037
47.16.244.217 - - [24/Jun/2015:18:18:20 -0400] "GET /favicon.ico HTTP/1.0" 404 448 0.0046
47.16.244.217 - - [24/Jun/2015:18:21:20 -0400] "GET / HTTP/1.0" 200 11716 0.0104
47.16.244.217 - - [24/Jun/2015:18:21:21 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0074
47.16.244.217 - - [24/Jun/2015:18:21:21 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0052
47.16.244.217 - - [24/Jun/2015:18:38:26 -0400] "GET / HTTP/1.0" 200 11716 0.0054
47.16.244.217 - - [24/Jun/2015:18:38:26 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0041
47.16.244.217 - - [24/Jun/2015:18:38:26 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0020
47.16.244.217 - - [24/Jun/2015:18:39:02 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0031
47.16.244.217 - - [24/Jun/2015:18:39:08 -0400] "GET / HTTP/1.0" 200 11716 0.0028
47.16.244.217 - - [24/Jun/2015:18:39:09 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0016
47.16.244.217 - - [24/Jun/2015:18:39:09 -0400] "GET /scripts/main.js HTTP/1.0" 304 - 0.0015
47.16.244.217 - - [24/Jun/2015:18:47:47 -0400] "GET / HTTP/1.0" 200 11716 0.0104
47.16.244.217 - - [24/Jun/2015:18:47:48 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0089
47.16.244.217 - - [24/Jun/2015:18:47:48 -0400] "GET /scripts/main.js HTTP/1.0" 304 - 0.0029
47.16.244.217 - - [24/Jun/2015:18:47:56 -0400] "GET / HTTP/1.0" 200 11716 0.0033
47.16.244.217 - - [24/Jun/2015:18:47:56 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0036
47.16.244.217 - - [24/Jun/2015:18:47:56 -0400] "GET /scripts/main.js HTTP/1.0" 304 - 0.0040
47.16.244.217 - - [24/Jun/2015:18:49:32 -0400] "GET / HTTP/1.0" 200 11716 0.0054
47.16.244.217 - - [24/Jun/2015:18:49:32 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0048
47.16.244.217 - - [24/Jun/2015:18:49:32 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0018
47.16.244.217 - - [24/Jun/2015:18:50:15 -0400] "GET / HTTP/1.0" 200 11716 0.0143
47.16.244.217 - - [24/Jun/2015:18:50:15 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0093
47.16.244.217 - - [24/Jun/2015:18:50:15 -0400] "GET /scripts/main.js HTTP/1.0" 304 - 0.0033
58.213.123.107 - - [24/Jun/2015:18:57:09 -0400] "GET /manager/html HTTP/1.0" 404 448 0.0064
182.118.53.101 - - [24/Jun/2015:20:12:01 -0400] "GET / HTTP/1.0" 200 11716 0.0087
47.16.244.217 - - [24/Jun/2015:22:35:19 -0400] "GET / HTTP/1.0" 200 11716 0.0095
47.16.244.217 - - [24/Jun/2015:22:35:19 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0094
47.16.244.217 - - [24/Jun/2015:22:35:19 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0029
66.249.64.171 - - [25/Jun/2015:01:19:40 -0400] "GET / HTTP/1.0" 200 11716 0.0191
62.210.206.219 - - [25/Jun/2015:02:29:01 -0400] "GET / HTTP/1.0" 200 11716 0.0054
146.185.239.100 - - [25/Jun/2015:03:54:20 -0400] "GET /?PHPSESSID=a45ad01b00143PRWJTUGYKMFRC HTTP/1.0" 200 11716 0.0125
66.249.64.171 - - [25/Jun/2015:08:28:55 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0060
66.249.64.176 - - [25/Jun/2015:08:28:55 -0400] "GET / HTTP/1.0" 200 11716 0.0071
47.16.244.217 - - [25/Jun/2015:12:56:11 -0400] "GET / HTTP/1.0" 200 11716 0.0067
47.16.244.217 - - [25/Jun/2015:12:56:12 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0162
47.16.244.217 - - [25/Jun/2015:12:56:12 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0055
64.251.197.54 - - [25/Jun/2015:13:37:03 -0400] "GET / HTTP/1.0" 200 11716 0.0168
47.16.244.217 - - [25/Jun/2015:23:04:17 -0400] "GET / HTTP/1.0" 200 11716 0.0109
47.16.244.217 - - [25/Jun/2015:23:04:17 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0104
47.16.244.217 - - [25/Jun/2015:23:04:18 -0400] "GET /scripts/main.js HTTP/1.0" 200 1940 0.0040
47.16.244.217 - - [25/Jun/2015:23:04:20 -0400] "GET /favicon.ico HTTP/1.0" 404 448 0.0025
61.240.144.67 - - [25/Jun/2015:23:58:52 -0400] "GET / HTTP/1.0" 200 11716 0.0111
72.52.91.19 - - [26/Jun/2015:01:35:27 -0400] "GET / HTTP/1.0" 200 11716 0.0108
199.16.156.126 - - [26/Jun/2015:01:37:02 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0100
199.16.156.126 - - [26/Jun/2015:01:37:02 -0400] "GET / HTTP/1.0" 200 11716 0.0477
141.212.122.194 - - [26/Jun/2015:06:33:16 -0400] "GET / HTTP/1.0" 200 11716 0.0050
173.230.246.216 - - [26/Jun/2015:07:26:50 -0400] "GET / HTTP/1.0" 200 11716 0.0187
47.16.244.217 - - [26/Jun/2015:09:08:54 -0400] "GET / HTTP/1.0" 200 11716 0.0119
47.16.244.217 - - [26/Jun/2015:09:08:55 -0400] "GET /stylesheets/styles.css HTTP/1.0" 304 - 0.0095
47.16.244.217 - - [26/Jun/2015:09:08:55 -0400] "GET /scripts/main.js HTTP/1.0" 304 - 0.0040
104.193.9.236 - - [26/Jun/2015:17:23:34 -0400] "GET /phpmyadmin/scripts/setup.php HTTP/1.0" 404 460 0.0117
195.154.41.141 - - [26/Jun/2015:17:39:08 -0400] "HEAD /robots.txt HTTP/1.0" 404 443 0.0184
182.118.53.130 - - [26/Jun/2015:19:47:51 -0400] "GET / HTTP/1.0" 200 11716 0.0059
66.249.64.166 - - [27/Jun/2015:00:49:33 -0400] "GET /robots.txt HTTP/1.0" 404 447 0.0057
66.249.64.176 - - [27/Jun/2015:00:49:33 -0400] "GET / HTTP/1.0" 200 11716 0.0048
66.249.64.171 - - [27/Jun/2015:06:19:50 -0400] "GET / HTTP/1.0" 200 11716 0.0051
66.249.64.166 - - [27/Jun/2015:08:57:54 -0400] "GET /stylesheets/styles.css HTTP/1.0" 200 5462 0.0111
